,_id,cat,description,name,purchases_Y15/M08,purchases_Y15/M09,purchases_Y15/M10,purchases_Y15/M11
296,7230-001739-0006128-0143,"[""plus"",""plus-dresses"",""plus-mini-dresses""]","A casual woven shirt dress is a spring time favorite. Made from an airy chiffon and buttons down the front, complete with split front and back hems. 
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7230-001739-0006128",Plus Neon Green Sleeveless Shirt Dress,0.0,0.0,0.0,0.0
297,0024-001636-0001545-0020,"[""girls"",""sweaters""]","The fine open knit of this poncho top gives it just enough weight to create a flattering draped silhouette. With a fierce mixed animal print, it's a no-brainer for morning styling. Just throw it over your favorite layering pieces and go!
			Undergarment sold separately
			Stitched sides with flutter sleeves
			64% polyester, 32% rayon, 4% spandex
			Machine wash
			Model wears size Small
			Made in the U.S.A.
			STYLE: 0024-001636-0001545",Jungle Knit Poncho Top,0.0,0.0,0.0,0.0
298,0924-000575-0009876-0077,"[""shoes"",""girls-shoes"",""sandals"",""flat-sandals""]","Rival the glistening sun in this cute jelly sandal, designed with a gold glitter body. The look is complete with a 5 gold-tone medallion T-strap.
			By Bambooå¨
			Side buckle
			Man-made materials
			Non-skid sole
			Imported
			STYLE: 0924-000575-0009876",Shining Medallion T-Strap Jelly Sandal by Bambooå¨,0.0,1.0,0.0,0.0
299,0174-001463-0000001-0103,"[""accessories"",""jewelry-and-watches"",""rings""]","Take your mod style to the max in this fun silver tone midi ring set, featuring geometric designs and rhinestone detailing.
			Includes 5 rings
			Man-made materials
			Imported
			STYLE: 0174-001463-0000001",Mod Max Midi Ring Set,0.0,1.0,0.0,0.0
300,7161-001734-0004033-0010,"[""plus"",""plus-graphic-tees-and-tanks""]","As comfortable and worn-in as your most favorite everyday top, this jersey tee features a screen print Hand of Hamsa and stylized mini holes all over to give the loved and lived-in impression. A flattering V-neck finishes the look.
			rue+ Collection
			100% cotton
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7161-001734-0004033",Plus Hand of Hamsa Holed V-Neck Tee,0.0,1.0,0.0,0.0
301,0109-001494-0001083-0029,"[""uncategorised""]","A faux suede cross body bag with a fringe-trimmed flap closure.
			Bag measures 10 in. h x 8 in. w
			Man-made materials
			Imported
			STYLE: 0109-001494-0001083",Cognac Suede Fringe Flap Cross Body,0.0,0.0,0.0,0.0
302,0479-000751-0009706-0010,"[""shoes"",""girls-shoes"",""wide-width-shoes""]","Treat your feet to something nice this summer. This flat sandal features a braided strap in a looped pattern across the foot.
			Side buckle
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0479-000751-0009706",White Braided Loop Sandal - Wide Width,0.0,0.0,1.0,0.0
303,0039-001110-0002393-0031,"[""uncategorised""]","Throw this on, on a casual day or for a quick jog in the park. A cozy knit hoodie with a funnel neck and a chunky knit drawstring. French terry interior.
			Lightweight, knit
			60% cotton, 40% polyester
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0039-001110-0002393",Light Green Funnel Neck Hoodie,0.0,0.0,0.0,0.0
304,0063-001281-0000091-0081,"[""girls"",""pants"",""skinny-pants""]","Color skinnies are back for the season in this cute and comfortable twill pant, featured in pale orange. 5-pocket construction. Low rise. Fitted through leg.
			Product runs large; recommended ordering one size smaller
			Approx. 12 in. leg opening
			Approx. 31 in. inseam
			95% cotton, 5% elasten
			Machine wash
			Model wears size 3
			Imported
			STYLE: 0063-001281-0000091",Pale Orange Twill Skinny Pant,0.0,1.0,0.0,0.0
305,0174-001463-0000004-0077,"[""accessories"",""jewelry-and-watches"",""rings""]","Give your outfit a delicate finishing touch with these pretty midi rings. Each unique designed piece can be stacked or worn alone. Features a metallic twist, roman leaf statement piece.
			Set of 5
			One size fits most
			Man-made materials
			Imported
			STYLE: 0174-001463-0000004",Roman Leaf Midi Ring Set,0.0,1.0,0.0,0.0
306,0169-000960-0000004-0001,"[""accessories"",""jewelry-and-watches"",""bracelets"",""sets-and-trios""]","A colorful set of simple yet charming braided cord bracelets, featuring gold tone multifaceted beads.
			Includes 3 bracelets
			Adjustable
			Man-made materials
			Imported
			STYLE: 0169-000960-0000004",Pink Beaded & Braided Bracelet Trio,0.0,5.0,2.0,0.0
307,0308-001709-0000002-0036,"[""guys"",""shorts-and-swim"",""cargo-shorts""]","The classic cargo short just got an upgrade to first class. Made with the signature cargo pockets and cut, it features aviator-like buckles, straps and flat studs.
			100% cotton
			Model wears size 32W
			Machine wash
			Imported
			STYLE: 0308-001709-0000002",Dark Olive Bomber Cargo Short,0.0,0.0,0.0,0.0
308,0362-000104-0001234-0191,"[""uncategorised""]","Splash through puddles in style with this classic rubberized rain boot, in allover blocked houndstooth print. Also features a sturdy lug sole and soft jersey lining.
			Height: approx. 13.5 in., including heel
			Side gored inset with adjustable strap
			Fully lined
			Slip-on
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0362-000104-0001234",Blocked Houndstooth Tall Rain Boot,0.0,1.0,0.0,0.0
309,0033-000279-0007241-0001,"[""uncategorised""]","A faux leather quilted moto jacket. Front zip pockets.
			Shell - 100% PU with 100% rayon backing; Lining - 100% polyester; Filler - 100% polyester
			Machine washable
			model wears size Small
			Imported
			STYLE: 0033-000279-0007241",Black Quilted Moto Jacket,0.0,0.0,0.0,0.0
310,7161-001077-0003099-0015,"[""plus"",""plus-graphic-tees-and-tanks""]","A fun casual knit tee, featuring a colorful tribal elephant on the front. The back is complete with a bright blue lace inset. Undergarment not include.
			rue+ Collection
			100% rayon
			Machine wash 
			Model wears size 2X
			Imported
			STYLE: 7161-001077-0003099",Plus Tribal Elephant Tee,0.0,0.0,0.0,0.0
311,0063-001281-0000126-0057,"[""girls"",""pants"",""skinny-pants""]","Color skinnies are back for the season in this cute and comfortable twill pant, featured in soft violet. 5-pocket construction. Low rise. Fitted through leg.
			Product runs large; recommended ordering one size smaller
			Approx. 12 in. leg opening
			Approx. 31 in. inseam
			95% cotton, 5% elasten
			Machine wash
			Model wears size 3
			Imported
			STYLE: 0063-001281-0000126",Violet Twill Skinny Pant,0.0,1.0,1.0,0.0
312,0250-000124-0007016-0060,"[""guys"",""short-sleeve-tees"",""henley""]","This take on a blast from the past features a red and black 90's inspired print. Complete with a 3-button placket and black color block raglan sleeves. 
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0250-000124-0007016",Red Retro Henley Baseball Tee,0.0,1.0,0.0,0.0
313,0924-001534-0000003-0021,"[""shoes"",""girls-shoes"",""sandals"",""embellished-sandals""]","We're obsessed with the look of the tropical life. This southwestern inspired sandal features faux snakeskin straps, decorated with studs and sparkling rhinestone embellishments.
			Side buckle closure
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0924-001534-0000003",Nude Stone Crawler Snakeskin Sandal,0.0,1.0,0.0,0.0
314,0174-001464-0000169-0103,"[""accessories"",""jewelry-and-watches"",""rings""]","Low key but just enough to garner attention. This set of 4 metallic rings feature faux gemstones and geometric designs.
			Set of 4
			Man-made materials
			Imported
			STYLE: 0174-001464-0000169",Abstract Boho Ring Set,0.0,1.0,0.0,0.0
315,0478-001534-0002042-0001,"[""shoes"",""girls-shoes"",""espadrilles""]","Hello warm weather! Welcome back the sun with a classic espadrille flat. Made of super soft twill with stitched-down sequins for a sparkly touch, this comfortable flat gorgeously dresses up or down.
			Wider fit
			Slip-on
			Lined footbed
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0478-001534-0002042",Black Sequin Striped Espadrille Flat - Wide Width,0.0,0.0,0.0,0.0
316,7121-000060-0008019-0025,"[""plus"",""plus-cardigans-and-wraps""]","Get wrapped up in the perfect transition piece between late Winter chills and early Spring breezes. This open crochet knit wrap features a cool medallion design on the back, and long trailing fringe. Makes a great layering piece!
			rue+ collection
			55% cotton, 45% acrylic
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7121-000060-0008019",Plus Taupe Medallion Back Fringe Crochet Wrap,0.0,0.0,0.0,0.0
317,7132-001488-0009695-0145,"[""plus"",""plus-blouses-and-shirts"",""plus-shirts""]","Stay stylish and comfortable in this cute georgette chiffon tank. Lightweight and designed with a pleated front, complete with a high-low hemline. Perfect for the warmer months and for layering.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7132-001488-0009695",Plus Neon Orange Pleated Chiffon Tank,0.0,0.0,0.0,0.0
318,0024-000065-0001901-0086,"[""girls"",""sweaters""]","An eye catching knit sweater with crowd appeal, featuring a tribal diamond pattern. Complete with a crochet paneled back for additional drama. Undergarment not included.
			Body: 100% polyester; Crochet: 100% cotton
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0024-000065-0001901",Coral Crochet Back Tribal Diamond Sweater,0.0,1.0,0.0,0.0
319,0237-000831-0001112-0046,"[""uncategorised""]","You can never go wrong with a plaid shirt. Perfect for almost any occasion, this button down is shown with a navy blue and mint green plaid pattern. Complete with two front pockets and rolled tab sleeves.
			Slim fit
			60% cotton, 40% polyester
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0237-000831-0001112",Navy & Mint Plaid Button Down,0.0,0.0,0.0,0.0
320,0269-001592-0000040-0001,"[""guys"",""jackets-and-coats""]","Soft on the inside but rugged on the outside, this Boston Celtics track jacket is built for comfort. Features a large embroidered team logo on the front with the team name etched across the back.
			100% polyester
			Machine wash
			Model wears size Medium
			Imported
			Officially licensed by the NBA
			STYLE: 0269-001592-0000040",Boston Celtics Track Jacket,0.0,2.0,0.0,0.0
321,0063-001281-0000098-0088,"[""girls"",""pants"",""skinny-pants""]","Color skinnies are back for the season in this cute and comfortable twill pant, featured in hot coral. 5-pocket construction. Low rise. Fitted through leg.
			Product runs large; recommended ordering one size smaller
			Approx. 12 in. leg opening
			Approx. 31 in. inseam
			95% cotton, 5% elasten
			Machine wash
			Model wears size 3
			Imported
			STYLE: 0063-001281-0000098",Hot Coral Twill Skinny Pant,0.0,2.0,1.0,0.0
322,0924-001534-0009415-0001,"[""shoes"",""girls-shoes"",""sandals"",""embellished-sandals""]","Party under the sun in these scorching sandals. Made from faux suede, they feature fringed ankle cuffs and are complete with a cutout strap across the toes.
			Back zip closure
			Man-made materials 
			Non-skid sole
			Imported
			STYLE: 0924-001534-0009415",Black Southwest Fringe Sandal,0.0,3.0,0.0,0.0
323,7203-000463-0005401-0042,"[""plus"",""plus-jeans"",""plus-all-about-the-butt-jeans""]","It's all about the curves in this slinky skinny jean, designed to give your butt great definition. Featuring heavy rips and tears down the legs with sandblasting details. Fitted through leg.
			rue+ Collection
			Contour seams create a flattering, firmer look
			Approx. 13 in. leg opening
			Approx. 31 in. inseam
			98% cotton, 2% spandex
			Machine wash 
			Model wears size 14
			Imported
			STYLE: 7203-000463-0005401",Plus Better Booty Destroyed Skinny Jean,0.0,0.0,0.0,0.0
324,0299-000624-0000002-0001,"[""guys"",""shorts-and-swim"",""jogger-shorts""]","The most comfortable, versatile pant of the season, just got an upgrade for warmer weather with a cropped length. Features tossed stars for a trendy twist.
			Paneled elastic waistband with drawstring
			Back pocket
			Approx. 14 in. leg opening
			Approx. 19 in. inseam
			55% cotton, 45% polyester
			Machine wash
			Model wears size Medium
			imported
			STYLE: 0299-000624-0000002",Tossed Star Jogger Short,0.0,1.0,0.0,0.0
325,0336-000203-0009435-0001,"[""shoes"",""guys-shoes"",""sneakers""]","A tropical take on a year round favorite, this canvas sneaker features a hibiscus print at the upper. Complete with a color striped around the rubberized sole.
			Fully lined
			Lace up
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0336-000203-0009435",Hawaiian Hibiscus Canvas Sneaker,0.0,1.0,0.0,0.0
326,0924-001534-0009412-0001,"[""shoes"",""girls-shoes"",""sandals"",""embellished-sandals""]","Give your feet a boho appeal in this pretty sandal. Made of faux suede, it features a layered fringe design that travels down the front of the foot.
			Side buckle closure
			Man-made materials 
			Non-skid sole
			Imported
			STYLE: 0924-001534-0009412",Black Layered Fringe Sandal,0.0,1.0,0.0,0.0
327,0924-000805-0001113-0009,"[""shoes"",""girls-shoes"",""sandals"",""embellished-sandals""]","Rule over your kingdom, a.k.a your beach umbrella, in this shimmering sandal. Made with a padded footbed and featuring shimmering bead encrusted straps across the foot. Complete with a rhinestone centerpiece fit for a queen.
			Slip-on
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0924-000805-0001113",Silver Beach Queen Sandal,0.0,2.0,0.0,0.0
